0,46,6
0,47,6
0,49,-3
0,52,-8
0,62,7
0,63,-3
0,71,-10
1,40,2
1,42,-6
1,43,7
1,47,7
1,49,-9
1,51,-4
1,54,-2
1,55,-8
1,57,6
1,60,-4
1,63,7
1,70,-8
2,41,0
2,43,8
2,44,-9
2,47,8
2,49,1
2,50,7
2,51,-9
2,56,-10
2,65,-4
3,44,-10
3,47,-9
3,53,-1
3,60,10
3,61,5
3,62,7
3,66,-10
3,68,-10
3,70,9
3,71,6
4,41,-7
4,43,-10
4,45,2
4,53,-4
4,56,-8
4,59,-5
4,63,-4
4,64,-4
4,68,6
4,70,9
5,41,10
5,42,-3
5,46,-9
5,49,-6
5,54,8
5,56,1
5,57,7
5,64,1
5,67,1
5,68,-2
5,71,4
6,39,3
6,40,8
6,45,2
6,49,9
6,52,2
6,63,-6
6,67,-7
6,68,-2
6,71,-1
7,39,-6
7,42,3
7,45,2
7,57,-10
7,61,-10
7,68,-6
7,70,7
7,71,-9
8,39,4
8,41,5
8,42,-5
8,43,2
8,46,-8
8,47,9
8,48,1
8,49,-4
8,51,0
8,54,-8
8,65,-4
8,67,-2
9,40,5
9,41,8
9,50,3
9,52,-10
9,55,6
9,59,-5
9,60,-6
9,61,-10
9,67,-8
10,42,0
10,44,1
10,48,10
10,49,-8
10,55,-10
10,56,-7
10,57,-10
10,63,4
10,64,2
10,65,-1
10,67,2
10,71,-9
11,40,-3
11,42,5
11,44,-3
11,56,5
11,58,9
11,63,-1
11,64,-6
11,70,2
12,48,7
12,49,5
12,50,-8
12,52,-1
12,62,8
12,65,-4
12,66,-5
12,67,-6
12,68,-10
12,70,-6
13,41,3
13,46,-4
13,51,9
13,52,-4
13,53,-2
13,54,3
13,59,-9
13,60,10
14,39,5
14,41,2
14,42,7
14,55,-3
14,57,4
14,61,-3
14,62,4
14,64,10
14,66,-10
14,67,-8
15,41,-6
15,42,1
15,43,5
15,45,-4
15,48,-9
15,51,4
15,53,4
15,55,4
15,56,-1
15,57,10
15,65,7
15,67,0
15,70,10
16,41,8
16,54,-9
16,60,-4
16,61,7
16,64,10
16,65,6
17,39,4
17,40,-1
17,46,-3
17,53,-2
17,54,-1
17,56,2
17,59,-9
17,62,-7
17,64,5
17,65,-7
17,66,0
17,69,4
18,46,0
18,52,0
18,56,5
18,57,7
18,62,2
18,63,2
18,66,8
18,67,2
19,39,1
19,40,-10
19,41,5
19,46,-8
19,55,5
19,58,-10
19,63,10
19,67,-5
19,69,4
19,70,5
20,39,0
20,40,-8
20,44,4
20,48,10
20,50,-2
20,53,1
20,55,8
20,65,-8
20,68,-1
20,70,4
21,39,1
21,46,9
21,49,1
21,51,-6
21,52,-2
21,54,8
21,60,-10
21,65,2
21,70,2
21,71,4
22,44,7
22,46,1
22,49,-3
22,50,2
22,54,10
22,55,1
22,56,-10
22,65,-2
22,66,-10
22,67,-8
22,68,5
22,69,-9
23,43,0
23,44,-3
23,50,-5
23,54,10
23,60,-5
23,64,3
23,67,-8
23,68,4
23,71,5
24,45,-10
24,47,-10
24,48,7
24,49,-7
24,51,2
24,52,-4
24,55,-4
24,59,-1
24,60,-1
24,66,8
24,67,2
24,70,-8
24,71,-3
25,40,2
25,44,-2
25,45,-10
25,46,4
25,47,7
25,50,10
25,52,3
25,54,1
25,55,-7
25,56,-7
25,57,4
25,60,10
25,62,-8
25,68,5
25,70,0
25,71,-1
26,39,7
26,40,5
26,46,5
26,48,8
26,49,0
26,53,3
26,58,-4
26,61,-3
26,65,-4
26,66,3
26,67,7
26,69,6
27,39,-1
27,44,-10
27,45,-2
27,47,7
27,55,6
27,61,-1
27,63,1
27,64,-5
27,65,2
27,66,-5
27,68,5
27,69,6
28,44,7
28,49,5
28,54,5
28,57,-2
28,65,-5
28,68,-8
28,71,10
29,39,6
29,40,3
29,42,-7
29,44,0
29,46,5
29,53,-7
29,59,5
29,62,3
29,66,9
29,68,8
29,69,-3
29,70,-3
30,43,3
30,44,-7
30,46,-4
30,48,-10
30,50,10
30,52,-9
30,54,5
30,56,-1
30,60,3
30,66,1
30,68,-2
31,41,-5
31,46,7
31,51,-5
31,52,-3
31,61,-9
31,65,-1
31,71,10
32,41,8
32,43,1
32,45,1
32,50,5
32,71,-10
33,39,7
33,45,-9
33,55,5
33,56,-8
33,57,-9
33,58,-6
33,64,3
34,43,4
34,48,4
34,53,8
34,54,-6
34,57,-8
34,62,-3
34,64,6
34,65,8
34,66,1
34,69,2
35,39,-1
35,41,-3
35,43,5
35,53,9
35,59,-4
35,60,6
35,62,7
35,63,-1
35,65,-6
35,66,-5
35,70,8
36,40,3
36,44,10
36,45,7
36,46,-2
36,51,-6
36,54,5
36,56,-3
36,58,-8
36,59,-9
36,61,-3
36,62,-6
36,63,5
36,66,-5
36,69,10
37,42,10
37,43,-4
37,45,3
37,49,3
37,52,2
37,59,2
37,60,1
37,63,9
37,66,0
37,68,-1
37,70,4
38,42,-8
38,44,3
38,57,5
38,58,-4
38,59,-8
38,65,1
38,67,8
38,69,4
0,73,5
0,75,1
0,77,-7
0,78,-10
0,81,-7
0,82,-4
0,85,-7
0,86,-5
0,87,-3
0,90,-8
0,93,2
0,94,1
0,98,4
0,100,10
0,103,-2
0,104,-1
0,106,7
1,72,4
1,76,1
1,77,-1
1,80,-9
1,87,-3
1,89,6
1,90,3
1,92,-1
1,93,-10
1,99,-5
1,100,-4
1,104,-5
2,73,-6
2,75,-8
2,81,8
2,94,-5
2,97,-2
2,98,-3
2,104,-7
3,72,6
3,74,-9
3,75,4
3,77,-8
3,79,0
3,86,0
3,90,9
3,92,-6
3,100,-2
3,103,4
3,104,-8
3,105,-1
3,106,-7
4,73,5
4,74,9
4,76,-5
4,78,-7
4,80,6
4,82,4
4,89,-5
4,90,4
4,91,5
4,92,-7
4,93,1
4,106,0
5,75,0
5,77,-5
5,79,2
5,80,-2
5,83,-1
5,85,-9
5,86,-2
5,93,-10
5,97,-3
5,98,4
5,99,8
5,100,8
5,102,4
5,103,6
5,104,-3
6,72,10
6,77,-8
6,80,-4
6,81,-3
6,83,-5
6,87,5
6,88,5
6,89,-8
6,90,7
6,93,9
6,96,-10
6,97,-6
6,99,0
7,72,4
7,78,2
7,82,0
7,83,0
7,84,1
7,90,-8
7,95,1
7,97,3
7,98,9
7,101,10
7,102,-9
7,105,-2
7,106,10
8,72,-3
8,75,1
8,78,10
8,79,3
8,85,7
8,90,-7
8,91,-6
8,92,0
8,98,10
8,99,-3
8,100,6
9,72,6
9,78,7
9,83,-4
9,91,2
9,95,-4
9,97,1
9,101,-9
9,104,-7
10,73,7
10,78,8
10,81,0
10,83,6
10,94,-4
10,96,5
10,97,-10
10,101,-4
10,102,-6
10,106,-8
11,77,8
11,78,8
11,79,0
11,82,0
11,84,4
11,86,-9
11,93,6
11,96,9
11,103,-7
12,75,-2
12,77,-9
12,79,7
12,85,4
12,86,-6
12,88,3
12,90,0
12,94,9
12,96,10
12,98,-8
12,101,10
12,102,-1
12,104,-10
13,75,-3
13,77,2
13,80,8
13,83,-7
13,88,1
13,90,4
13,91,9
13,93,-7
13,98,6
13,102,1
13,103,9
13,105,0
14,72,6
14,73,9
14,77,-7
14,79,1
14,85,8
14,87,1
14,92,7
14,97,-9
14,98,7
14,99,-10
14,102,-8
14,106,6
15,72,-2
15,74,3
15,75,4
15,76,10
15,86,-7
15,88,4
15,90,-5
15,92,-7
15,94,-2
15,95,-10
15,96,-8
15,98,0
15,99,-1
15,101,3
15,103,-5
15,106,-9
16,73,-5
16,75,-6
16,76,-4
16,80,0
16,85,6
16,87,-8
16,88,5
16,89,1
16,92,2
16,99,9
16,101,4
16,102,-9
17,72,-8
17,76,-4
17,81,-2
17,89,-5
17,93,-5
17,101,-2
17,105,4
17,107,-9
18,76,-10
18,81,2
18,82,2
18,97,-6
18,98,-6
18,99,-2
18,101,-8
18,104,-1
18,105,-5
19,74,3
19,77,2
19,79,1
19,81,-4
19,82,4
19,90,2
19,92,-9
19,94,8
19,97,-7
19,103,-10
19,104,-2
19,105,-5
20,75,-7
20,76,-10
20,78,-1
20,79,-6
20,80,-3
20,81,3
20,85,3
20,87,-5
20,89,-10
20,90,8
20,92,-4
20,95,-7
20,96,4
20,106,9
21,76,5
21,80,-5
21,87,6
21,89,-4
21,90,9
21,92,-3
21,96,6
21,97,-7
21,104,-3
22,75,-1
22,78,-1
22,81,-6
22,85,-7
22,87,-2
22,89,-5
22,90,1
22,92,10
22,102,4
22,104,-1
23,75,7
23,77,10
23,81,7
23,83,0
23,89,-2
23,90,3
23,92,3
23,96,-8
23,97,4
23,101,8
23,103,6
23,106,6
24,72,-5
24,73,-2
24,76,-3
24,77,8
24,78,-9
24,81,-3
24,85,-6
24,91,5
24,92,-5
24,93,-4
24,95,-6
24,97,5
24,98,1
25,72,-4
25,73,2
25,76,-4
25,77,1
25,82,-3
25,83,-5
25,86,6
25,89,-3
25,100,3
25,104,-5
25,106,-3
26,76,-5
26,80,1
26,81,-8
26,82,2
26,87,3
26,88,5
26,90,8
26,97,-10
26,98,9
26,101,-8
27,73,9
27,76,-10
27,80,9
27,83,8
27,86,3
27,87,-10
27,88,7
27,92,-2
27,98,-8
27,99,2
27,102,-10
27,104,9
27,105,-2
27,107,-8
28,75,7
28,79,-6
28,84,-8
28,85,8
28,91,-9
28,92,-7
28,94,9
28,97,7
28,98,7
28,102,10
28,104,5
28,105,-1
29,75,4
29,76,9
29,78,-5
29,82,10
29,96,-10
29,100,-5
29,102,-9
29,104,7
30,72,-4
30,73,-10
30,74,0
30,76,-3
30,82,-10
30,84,0
30,85,1
30,89,9
30,90,7
30,95,6
30,100,6
30,104,-5
31,73,-9
31,75,-1
31,79,-6
31,84,-7
31,88,-8
31,94,7
31,99,10
31,100,9
32,73,-9
32,86,5
32,87,-7
32,88,-9
32,97,10
32,103,6
32,105,6
32,107,-3
33,72,-1
33,78,-9
33,81,8
33,84,-1
33,95,-10
33,98,9
33,99,-4
33,101,-1
33,103,0
33,104,-8
33,106,-10
34,73,4
34,77,6
34,78,4
34,84,5
34,88,3
34,92,-8
34,98,-7
34,99,10
34,102,8
34,103,8
34,107,-6
35,72,10
35,74,-9
35,78,-4
35,81,4
35,82,5
35,84,-4
35,88,-8
35,92,6
35,100,-3
35,101,-4
36,73,-9
36,74,-10
36,78,-1
36,79,8
36,80,7
36,82,8
36,84,1
36,93,0
36,99,-10
36,100,-10
36,103,-8
37,78,3
37,84,-6
37,85,-7
37,86,-1
37,89,-6
37,97,4
37,99,-3
37,101,-4
37,102,8
37,104,6
38,76,-9
38,81,-1
38,84,-1
38,91,2
38,96,3
38,97,1
38,99,6
38,101,10
38,102,3
38,105,-7
39,73,8
39,75,10
39,77,2
39,80,-5
39,81,-9
39,82,-1
39,83,-9
39,84,10
39,89,-1
39,95,7
39,96,-10
39,101,-5
39,104,-3
39,106,7
40,72,-1
40,74,4
40,77,2
40,78,-4
40,91,10
40,99,-8
40,100,-4
40,105,7
41,73,2
41,77,10
41,85,9
41,91,1
41,93,4
41,99,-2
41,100,-5
41,101,1
41,103,-9
42,74,9
42,76,-10
42,85,-3
42,90,9
42,92,-10
42,93,-3
42,96,-6
42,97,-6
42,100,10
42,103,-9
43,73,-1
43,88,-3
43,94,-3
43,95,-7
43,97,-5
43,101,-8
43,103,7
44,72,-8
44,79,6
44,81,-2
44,83,-6
44,85,-2
44,87,4
44,93,-6
44,95,-9
44,98,-6
44,100,7
44,104,-1
45,80,-10
45,81,3
45,84,5
45,87,-1
45,89,4
45,90,-7
45,91,0
45,93,7
45,96,-4
45,97,-2
45,103,-10
46,72,8
46,73,1
46,74,9
46,75,-2
46,80,-7
46,84,-9
46,89,-4
46,93,-10
46,95,-6
46,96,-8
46,102,2
46,105,-10
46,106,-6
46,107,-8
47,76,3
47,77,-7
47,82,0
47,84,-7
47,85,-10
47,88,-7
47,91,3
47,94,0
47,104,7
48,72,0
48,74,7
48,75,-1
48,78,-7
48,80,8
48,93,-3
48,98,0
48,100,6
48,101,-4
49,76,-1
49,80,1
49,82,-1
49,85,-8
49,87,10
49,88,3
49,93,1
49,94,10
49,95,2
49,98,9
49,100,-3
49,103,-9
49,107,-6
50,76,3
50,80,10
50,94,-10
50,101,9
50,104,-5
50,106,6
51,73,-5
51,74,4
51,77,-3
51,78,3
51,79,-4
51,86,8
51,94,3
51,98,0
51,99,1
51,107,-8
52,76,-6
52,83,10
52,92,-3
52,94,-2
52,95,9
52,97,-5
52,102,9
52,105,1
52,106,2
52,107,6
53,81,2
53,85,0
53,88,1
53,95,2
53,96,-2
53,100,2
53,102,10
53,103,-4
54,74,5
54,75,-10
54,79,-2
54,81,2
54,82,10
54,85,-8
54,88,9
54,91,7
54,92,7
54,93,1
54,94,3
54,98,8
54,103,4
54,104,-6
55,72,-7
55,80,0
55,82,9
55,85,6
55,87,2
55,90,10
55,96,-2
55,99,-9
55,100,8
55,101,-5
55,102,4
55,105,1
56,76,7
56,80,-2
56,82,6
56,85,-7
56,90,-6
56,91,-1
56,93,-10
56,97,-7
56,98,2
56,99,8
56,103,-8
57,72,-8
57,73,-9
57,75,10
57,77,-3
57,81,-5
57,82,-7
57,84,3
57,87,-7
57,91,-8
57,93,0
57,98,8
57,102,-2
57,103,2
57,105,-7
57,106,6
58,73,1
58,74,7
58,75,-4
58,76,1
58,78,-8
58,81,-9
58,94,10
58,96,4
58,98,7
58,99,-9
58,100,-5
58,102,4
58,105,10
59,76,6
59,77,2
59,81,8
59,85,-3
59,87,8
59,91,10
59,93,-2
59,100,4
59,102,9
59,103,-10
59,105,5
60,72,-10
60,73,-5
60,77,1
60,80,-1
60,82,0
60,83,4
60,91,-9
60,98,9
60,99,10
60,103,3
60,104,2
60,106,-2
60,107,4
61,79,1
61,84,2
61,85,7
61,91,7
61,92,0
61,95,9
61,97,-2
61,103,3
61,105,-6
61,106,-3
62,72,-5
62,74,-6
62,77,-4
62,78,-3
62,80,-10
62,84,5
62,87,-9
62,90,4
62,92,8
62,96,-3
62,100,-5
62,103,-8
62,104,2
63,72,7
63,73,9
63,74,1
63,76,-1
63,78,-5
63,79,7
63,80,8
63,81,3
63,85,6
63,89,-8
63,95,9
63,97,-2
63,101,3
63,104,-7
64,72,7
64,76,-5
64,77,9
64,79,1
64,83,6
64,85,0
64,87,-10
64,90,-3
64,94,-1
64,96,6
64,99,-1
64,103,-9
64,105,-1
64,107,-4
65,77,6
65,78,-7
65,79,8
65,84,9
65,85,-9
65,89,-7
65,92,7
65,97,-8
65,105,-4
66,72,0
66,73,-4
66,75,10
66,76,3
66,77,9
66,78,9
66,82,-10
66,83,2
66,84,-7
66,86,-10
66,93,4
66,97,-10
66,99,-6
66,100,-3
66,103,10
66,106,-9
67,76,9
67,79,7
67,80,0
67,86,10
67,87,-9
67,91,0
67,94,9
67,97,3
67,101,0
67,107,3
68,81,-5
68,86,-10
68,93,6
68,96,-3
69,76,0
69,78,-6
69,79,3
69,82,-6
69,88,-8
69,91,1
69,92,-1
69,93,2
69,95,3
69,101,-4
70,75,-4
70,78,7
70,85,-3
70,90,1
70,99,-7
70,105,1
71,73,1
71,74,-3
71,78,9
71,80,-2
71,88,10
71,89,-8
71,90,3
71,91,-2
71,93,4
71,95,-5
71,98,1
71,100,-2
71,104,-2
71,105,-4
71,106,3
71,107,-5
0,110,8
0,116,9
1,108,-8
1,111,5
1,112,0
1,114,10
1,117,-9
1,118,-6
2,111,-2
2,112,7
3,110,6
3,111,7
3,113,-10
4,112,10
4,116,9
5,108,3
5,109,-2
5,110,-4
5,113,7
5,114,-9
5,115,7
6,110,3
6,112,-4
6,115,0
6,118,9
7,108,-9
7,111,4
7,112,7
7,113,-4
7,114,-7
8,109,1
8,111,-5
8,112,3
8,113,-2
8,114,-5
8,118,-9
9,108,-6
10,108,9
10,112,-4
10,117,9
11,112,1
11,113,-10
11,115,0
11,118,5
12,108,-4
13,109,-10
13,111,2
13,115,-2
13,117,8
14,116,6
15,109,-5
15,110,9
15,111,10
15,112,9
16,108,2
16,111,-9
16,112,6
17,109,-2
17,110,-4
17,112,9
17,113,-4
17,114,1
17,115,-10
17,118,2
18,108,2
18,110,-9
18,116,-1
19,109,-6
19,110,-2
19,112,-3
20,113,1
20,116,9
21,111,2
21,114,-1
21,117,-5
22,110,-7
22,118,0
23,114,-8
23,116,0
23,117,-2
24,118,1
25,108,5
25,110,1
26,108,-8
26,111,-1
26,112,-5
26,117,-10
27,112,-5
27,114,9
27,115,7
27,116,-9
27,117,5
27,118,-5
28,115,2
28,116,-10
28,117,-10
28,118,-8
29,114,8
29,115,-9
30,111,8
30,113,-8
30,114,-1
30,117,6
32,109,-10
32,110,2
32,111,-6
32,114,-3
32,116,6
32,117,6
33,108,-10
33,111,-10
33,112,1
33,113,5
33,114,-7
33,116,-8
33,117,-1
34,108,-2
34,109,6
34,110,-7
34,111,-7
34,113,10
34,117,5
34,118,1
35,118,-3
36,112,-6
36,114,10
36,117,-8
38,112,-9
39,111,9
39,114,10
39,115,4
40,111,1
40,112,8
40,115,4
40,117,-5
40,118,2
41,108,9
41,109,4
41,113,-5
42,110,-7
42,118,8
43,111,-2
43,112,-5
43,117,0
44,109,-3
44,110,-4
44,114,4
44,115,-6
44,117,9
45,111,9
45,112,-7
46,114,-2
46,115,2
47,108,9
47,109,-9
47,112,-8
47,113,-2
48,112,4
48,117,3
49,115,-5
50,117,0
51,108,6
51,109,-6
51,112,4
52,108,6
52,115,-1
52,117,2
52,118,3
53,111,-2
53,117,7
54,109,7
54,112,7
54,113,10
54,114,4
54,115,-5
55,112,7
55,114,-2
55,116,-9
55,118,1
56,108,-5
56,110,2
56,117,4
58,113,-9
58,117,-6
58,118,-1
59,110,-8
59,111,5
59,113,-1
59,114,1
60,111,-8
60,112,-6
60,115,-4
60,116,-10
60,117,-4
61,109,3
61,110,9
61,111,3
61,115,9
62,108,0
62,110,0
62,111,10
62,116,-7
63,108,4
63,110,10
63,117,-4
64,113,5
64,117,7
65,109,-9
65,112,8
65,117,10
66,109,4
66,115,-6
66,116,2
67,109,-10
67,111,5
67,114,1
67,116,-8
68,108,3
68,112,-5
69,110,8
69,113,-1
69,116,-10
69,117,0
70,110,4
70,111,-3
70,115,2
70,118,8
71,108,8
71,112,-7
71,114,6
71,117,10
71,118,0
72,111,4
72,112,8
72,113,-8
72,115,2
72,116,-5
73,109,-3
73,111,7
73,112,2
73,115,-2
74,114,9
75,108,7
75,109,7
75,110,3
75,112,1
75,113,-8
75,114,-9
75,116,-1
75,118,-7
76,108,-3
76,110,9
77,108,2
77,113,7
77,115,-3
77,116,-1
78,110,9
78,111,-2
78,112,-5
78,113,-5
78,117,7
78,118,7
79,110,-9
79,111,-6
79,112,-8
79,114,-4
79,118,4
80,108,-6
